source,target,tgt_lng 
differential transmission,差分传输,
tri-state driver,三态驱动器,
PCI-E,PCI-E,
PCBs,印刷电路板,
peripheral IC chips,外围集成电路芯片,
I2C bus,I2C总线,
bus request (BR) line,总线请求（BR）线,
bus grant (BG) line,总线授权（BG）线,
system address,系统地址,
control lines,控制线,
bus grant acknowledge (BGACK) line,总线授权确认（BGACK）线,
Direct Memory Access (DMA),直接内存访问（DMA）,
source address,源地址,
destination address,目标地址,
control register,控制寄存器,
hardware peripherals,硬件外设,
hard drive,硬盘驱动器,
Ethernet controller,以太网控制器,
transmit buffer,发送缓冲区,
commutative law,交换律,
compiler,编译器,
Boolean multiplication,布尔乘法,
JTAG standard,JTAG标准,
IEEE Std. 1149.1,IEEE Std. 1149.1,
break point,断点,
bus arbitration,总线仲裁,
controller,控制器,
control unit,控制单元,
Random-Access Memory,随机存取存储器,
storage capacitor,存储电容器,
MOS transistor,MOS晶体管,
bit line,位线,
row line,行线,
R/W line,读/写线,
DIN line,数据输入线,
DOUT,数据输出线,
refresh buffer,刷新缓冲器,
1M * 1 bit DRAM,1M * 1位动态随机存取存储器,
Multivibrators,多谐振荡器,
logic symbols,逻辑符号,
LOW output,低电平输出,
LS family,LS系列,
universal property,通用性,
NAND/NAND,与非/与非,
Negation indicator,取反指示符,
Negative logic,负逻辑,
Next-state tables,次态表,
Nibbles,半字节,
Nodes,节点,
Nondestructive read,非破坏性读取,
Nonmonotonicity,非单调性,
Schmitt-trigger,施密特触发器,
nonreturn to zero,不归零,
floating-point,浮点,
signed,有符号,
clock pulse,时钟脉冲,
2-bit asynchronous binary counter,2位异步二进制计数器,
3-bit asynchronous binary counter,3位异步二进制计数器,
ripple,纹波,
asynchronous decade counter,异步十进制计数器,
counter timing diagrams,计数器时序图,
4-bit asynchronous binary counter,4位异步二进制计数器,
MultiSim,MultiSim,
Altera Quartus II,Altera Quartus II,
Xilinx ISE,Xilinx ISE,
Five-variable Karnaugh map,五变量卡诺图,
Espresso algorithm,Espresso算法,
PLD development software,可编程逻辑器件开发软件,
Image Bank,图像库,
Instructor’s Resource Manual,教师资源手册,
TestGen,TestGen,
Instructor Resource Center,教师资源中心,
www.pearsonglobaleditions.com/floyd,www.pearsonglobaleditions.com/floyd,
Customer Service,客户服务,
http://247pearsoned.custhelp.com/,http://247pearsoned.custhelp.com/,
Chapter Opener,章节开头,
Section Opener,节开头,
microwave ovens,微波炉,
coffee makers,咖啡机,
washers and dryers,洗衣机和烘干机,
refrigerators,冰箱,
ovens,烤箱,
home entertainment components and systems,家庭娱乐组件和系统,
video game systems,视频游戏系统,
robotic vacuum cleaners,扫地机器人,
engine,发动机,
fuel system,燃油系统,
brakes,制动系统,
air bags,安全气囊,
door locks,车门锁,
environmental system,环境系统,
instrument display,仪表显示,
vehicle navigation,车辆导航,
robotics,机器人技术,
automation,自动化,
motion control,运动控制,
quadrature encoder,正交编码器,
pulse width modulator,脉宽调制器,
motor driver,电机驱动器,
GPIO lines,GPIO线路,
optical sensors,光学传感器,
magnetic sensors,磁性传感器,
Integrated Circuit Technologies,集成电路技术,
Signal Interfacing and Processing,信号接口与处理,
Data Processing and Control,数据处理与控制,
cyclic redundancy code,循环冗余校验码,
carry look-ahead adders,超前进位加法器,
sequential logic design,时序逻辑设计,
Pearson Education,培生教育,
Lindsey Gill,Lindsey Gill,
Vern Anthony,Vern Anthony,
Lois Porter,Lois Porter,
Doug Joksch,Doug Joksch,
Gary Snyder,Gary Snyder,
system timing,系统时序,
processor signals,处理器信号,
setup and hold times,建立和保持时间,
peripheral,外设,
decoding logic,解码逻辑,
semisynchronous,半同步,
synchronizing clock,同步时钟,
bus cycle,总线周期,
clock period,时钟周期,
Computer CPUs,计算机CPU,
memory technology,内存技术,
Intel Core 2,Intel Core 2,
AMD Athlon 64 X2,AMD Athlon 64 X2,
GHz,GHz,
MHz,兆赫,
second-level CPU caches,二级CPU缓存,
processor core,处理器核心,
CPU caches,CPU缓存,
instruction pipelines,指令流水线,
instruction prefetch,指令预取,
simultaneous multithreading,同时多线程,
Input/output ports,输入/输出端口,
USB 3.0,USB 3.0,
SCSI-5,SCSI-5,
Ethernet ports,以太网端口,
EIA 802,EIA 802,
initialization register,初始化寄存器,
timer,定时器,
count register,计数寄存器,
configuration registers,配置寄存器,
GPIO pins,GPIO引脚,
communication controller,通信控制器,
status register,状态寄存器,
transmit buffer descriptor register,发送缓冲区描述符寄存器,
transmit length register,发送长度寄存器,
receive buffer descriptor register,接收缓冲区描述符寄存器,
receive length register,接收长度寄存器,
interrupt status register,中断状态寄存器,
interrupt mask register,中断屏蔽寄存器,
user manual,用户手册,
server,服务器,
ROMs,ROM,
mainframes,大型机,
complex instruction set computing,复杂指令集计算,
CISC,CISC,
Reduced instruction set computing,精简指令集计算,
compilers,编译器,
source code,源代码,
executable code,可执行代码,
DSPs,数字信号处理器,
internal memory,内部存储器,
fetch phase,取指阶段,
analog signal,模拟信号,
impulses,脉冲,
sampling theorem,采样定理,
sampling frequency,采样频率,
analog-to-digital converters,模数转换器,
dual-slope,双斜率式,
successive-approximation,逐次逼近,
sigma-delta,Σ-Δ型,
binary-weighted input,二进制加权输入,
real-time,实时,
sample-and-hold circuit,采样保持电路,
instruction sets,指令集,
real time,实时,
cell phones,手机,
multimedia computers,多媒体计算机,
video recorders,录像机,
CD players,CD播放器,
hard disk drives,硬盘驱动器,
digital radio modems,数字无线电调制解调器,
television converters,电视转换器,
television standards,电视标准,
signal compression,信号压缩,
signal decompression,信号解压缩,
CD systems,CD系统,
telecommunications,电信,
multiplexing,多路复用,
demultiplex,解复用,
transmitting end,发送端,
digitized voice signals,数字化语音信号,
samples per second,每秒采样数,
kbps,千比特每秒,
sound quality,音质,
word recognition,词识别,
receiving end,接收端,
Echoes,回声,
long distance telephone connections,长途电话连接,
transmitter,发射器,
receiver,接收器,
echo cancel,回声消除,
Digital Video Disk,数字视频光盘,
Digital Versatile Disk,数字多功能光盘,
Blu-ray Disc,蓝光光盘,
blue laser,蓝光激光器,
red laser,红光激光器,
BD-XL,BD-XL,
SECTION 11–8 CHECKUP,第11-8节复习,
magnetic storage,磁存储,
magnetic disk,磁盘,
magneto-optical disk,磁光盘,
SECTION 11–9 Memory Hierarchy,第11-9节 存储器层次结构,
memory system,存储系统,
main,主存,
magnetic tape,磁带,
optical disk,光盘,
system processor,系统处理器,
cost per bit,每比特成本,
external memory controller,外部存储器控制器,
GPIOs,通用输入输出,
PWMs,脉宽调制器,
personal computer system,个人计算机系统,
personal electronics,个人电子产品,
consumer electronics,消费电子产品,
automotive systems,汽车系统,
communication devices,通信设备,
System on Chip,片上系统,
I/O interfaces,输入/输出接口,
timing sources,时序源,
74HC47,74HC47,
BCD-to-7-segment decoder/driver,BCD转七段译码器/驱动器,
RBI,RBI,
BI/RBO,BI/RBO,
common-anode 7-segment display,共阳极七段显示器,
Lamp Test,灯测试,
leading zero suppression,前导零抑制,
ripple blanking input,纹波消隐输入,
ripple blanking output,纹波消隐输出,
blanking input,消隐输入,
Programmable Logic Device,可编程逻辑器件,
74HC42,74HC42,
8 mm tape,8毫米磁带,
8421 BCD code,8421 BCD码,
Electromagnetic spectrum,电磁频谱,
Embedded microcontrollers,嵌入式微控制器,
decimal-to-BCD,十进制转BCD,
Encryption,加密,
EPROMs,可擦除可编程只读存储器,
parity method,奇偶校验法,
Essential prime implicant,必要质蕴涵项,
Exception handlers,异常处理程序,
Exclusive-NOR gates,同或门,
Exclusive-OR gates,异或门,
Exponents,指数,
Extended Data Out DRAM,扩展数据输出DRAM,
Extended-precision floating-point numbers,扩展精度浮点数,
External buses,外部总线,
Extest,Extest,
radio wave,无线电波,
microwave,微波,
infrared frequencies,红外频率,
rf,射频,
ground wave,地波,
ionospheric,电离层,
line-of-sight,视距传播,
biphase coding,双相编码,
simplex,单工,
amplitude-shift keying,幅移键控,
Demultiplexing,解复用,
time-division,时分复用,
frequency-division,频分复用,
hexadecimal keypad encoder,十六进制键盘编码器,
Multisim Troubleshooting Practice,Multisim故障排除实践,
Basic Combinational Logic Circuits,基本组合逻辑电路,
floating gate,浮栅,
sense transistor,感应晶体管,
control gate,控制栅极,
pass transistor,通路晶体管,
word line,字线,
programming pulse,编程脉冲,
cell current,单元电流,
E2CMOS cell,E2CMOS单元,
High-level noise margin,高电平噪声容限,
Low-level noise margin,低电平噪声容限,
Average dc supply current,平均直流电源电流,
wired-AND,线与,
electrostatic discharge,静电放电,
ESD,静电放电,
negative edge-triggered flip-flop,负边沿触发触发器,
Steering gates,导向门,
Latch,锁存器,
D input,D输入,
RESET state,复位状态,
CLK input,CLK输入,
memory cache,内存缓存,
bus buffers,总线缓冲器,
address decoders,地址解码器,
machine code,机器代码,
binary codes,二进制代码,
directives,指令,
real-world signals,现实世界信号,
Asynchronous Decade Counters,异步十进制计数器,
BCD code,BCD码,
clear (CLR) inputs,清零（CLR）输入,
Read-only memory,只读存储器,
FIGURE 14–3,图14-3,
Shared Signal Lines,共享信号线,
bus contention,总线争用,
tri-state output,三态输出,
open collector output,开集电极输出,
National Semiconductor,National Semiconductor,
three-state,三态,
3-state,3态,
high-impedance,高阻抗,
logic LOW,低电平,
logic HIGH,高电平,
tri-stated,处于三态,
Figure 14–4,图14-4,
processor buses,处理器总线,
interface devices,接口设备,
power-on self-test (POST),加电自检 (POST),
drivers,驱动程序,
nonvolatile memory,非易失性存储器,
read-only memory (ROM),只读存储器 (ROM),
flash devices,闪存设备,
associative memory,关联存储器,
conventional memory,常规存储器,
paging operations,分页操作,
propagation delays,传播延迟,
Download,下载,
device programmer,器件编程器,
development board,开发板,
Joint Test Action Group,联合测试行动组,
on-the-fly reconfiguration,动态重配置,
C language,C语言,
BASIC language,BASIC语言,
general-purpose computer,通用计算机,
laptop,笔记本电脑,
television set,电视机,
remote unit,遥控单元,
automobile,汽车,
engine sensor,发动机传感器,
spark timing,点火正时,
fuel mixture,燃油混合比,
home appliances,家用电器,
thermostats,恒温器,
toys,玩具,
Boolean Analysis of Logic Circuits,逻辑电路的布尔分析,
Logic Simplification Using Boolean Algebra,使用布尔代数的逻辑简化,
Standard Forms of Boolean Expressions,布尔表达式的标准形式,
Boolean Expressions and Truth Tables,布尔表达式与真值表,
The Karnaugh Map,卡诺图,
signal format,信号格式,
signal voltage levels,信号电压电平,
clock frequency,时钟频率,
data transfer speed,数据传输速度,
data frame format,数据帧格式,
handshaking protocol,握手协议,
impedances,阻抗,
line termination,线路终端,
width,宽度,
transfer speed,传输速度,
synchronous bus,同步总线,
asynchronous bus,异步总线,
unclocked,无时钟,
single-ended operation,单端操作,
internal synchronous bus,内部同步总线,
chips,芯片,
expansion boards,扩展板,
processor/memory subsystems,处理器/内存子系统,
lane configuration,通道配置,
switching device,交换设备,
ISA,ISA,
SCSl,SCSl,
standard serial bus,标准串行总线,
USB packet,USB数据包,
synchronization,同步,
packet identification,数据包标识,
end point,端点,
CRC,循环冗余校验,
end of packet,数据包结束,
token,令牌,
start-of-frame,帧起始,
RS-232/422/423/485,RS-232/422/423/485,
serial SCSI,串行SCSI,
JBE,JBE,
JNZ,JNZ,
JMP,JMP,
LOOP,LOOP,
MOVSB,MOVSB,
MOVSW,MOVSW,
CALL,CALL,
RET,RET,
STC,STC,
pipeline,流水线,
platform FPGA,平台FPGA,
pointer,指针,
port,端口,
positive logic,正逻辑,
prefetching,预取,
preset,预置,
probe,探针,
product term,乘积项,
program,程序,
programmable interconnect array (PIA),可编程互连阵列,
optical fiber,光纤,
OR,或,
oscillator,振荡器,
The Sampling Theorem,采样定理,
bouncing-ball analogy,弹球类比,
Low-pass filtering,低通滤波,
alias,混叠信号,
Semiconductor Memory,半导体存储器,
byte,字节,
word,字,
memory cell,存储单元,
memory array,存储器阵列,
row,行,
column,列,
DW directive,DW指令,
DB directive,DB指令,
DD directive,DD指令,
QD directive,QD指令,
pulse amplitude modulation,脉冲幅度调制,
MUXING,多路复用,
DEMUXING,解复用,
band-pass filters,带通滤波器,
IEE-488 bus,IEE-488总线,
NDAC line,NDAC线,
Super speed USB,超高速USB,
Sync Field,同步字段,
data storage,数据存储,
sequential circuits,时序电路,
faulty counter,故障计数器,
maximum-modulus cascaded counters,最大模级联计数器,
cascaded counters with truncated sequences,具有截断序列的级联计数器,
individual flip-flops,单个触发器,
clock pulses,时钟脉冲,
enable inputs,使能输入,
load inputs,加载输入,
clear inputs,清零输入,
TTL logic,TTL逻辑,
terminal count outputs,终端计数输出,
universal asynchronous receive and transmit,通用异步收发传输器,
inter-integrated circuit,集成电路间总线,
IIC,IIC,
serial peripheral interface,串行外设接口,
controller area network,控制器局域网,
high-level data link control,高级数据链路控制,
HDLC,HDLC,
parallel expander,并行扩展器,
product terms,乘积项,
Look-Up Table,查找表,
local interconnect,局部互连,
global interconnect,全局互连,
core,核心,
programming fixture,编程夹具,
interface cable,接口电缆,
Boundary Scan Logic,边界扫描逻辑,
TDI,TDI,
TMS,TMS,
TCK,TCK,
TDO,TDO,
TAP,TAP,
Test access port,测试访问端口,
Boundary scan register,边界扫描寄存器,
SDI,SDI,
SDO,SDO,
JTAG IEEE Std. 1149.1,JTAG IEEE 标准 1149.1,
BSDL,BSDL,
Boundary Scan Description Language,边界扫描描述语言,
Vin,Vin,
Figure 12–16(a),图12-16(a),
-VREF,-VREF,
Figure 12–16(b),图12-16(b),
Figure 12–16(c),图12-16(c),
integrator,积分器,
Successive-Approximation Analog-to-Digital Converter,逐次逼近型模数转换器,
dual-slope conversion,双斜率转换,
flash method,闪速法,
Figure 12–17,图12-17,
4-bit successive approximation ADC,4位逐次逼近型ADC,
Section 12–3,第12-3节,
successive-approximation register,逐次逼近寄存器,
magnetic disks,磁盘,
Simple programmable logic device,简单可编程逻辑器件,
complex programmable logic device,复杂可编程逻辑器件,
IC,集成电路,
dual in-line package,双列直插封装,
SMT,表面贴装技术,
surface-mount technology,表面贴装技术,
SOIC,SOIC,
small-outline integrated circuit,小外形集成电路,
SSI,SSI,
small-scale integration,小规模集成,
medium-scale integration,中规模集成,
LSI,LSI,
large-scale integration,大规模集成,
very large-scale integration,超大规模集成,
ULSI,ULSI,
ultra large-scale integration,极大规模集成,
logic analyzer,逻辑分析仪,
volts/div,伏特/格,
sec/div,秒/格,
function generator,函数发生器,
ModelSim,ModelSim,
AND gates,与门,
CPLDs,CPLD,
SRAM-based process technology,基于SRAM的工艺技术,
local programmable interconnect,本地可编程互连,
SOP combinational logic functions,SOP组合逻辑函数,
soft core,软核,
target device,目标器件,
optical fibers,光纤,
coax,同轴电缆,
STP,STP,
telecommunication,电信,
networking,网络,
total internal reflection,全内反射,
single-mode,单模,
time dispersion,时延色散,
microns,微米,
fiber core,纤芯,
cladding,包层,
mechatronic system,机电一体化系统,
Charles Babbage,查尔斯·巴贝奇,
John Atanasoff,约翰·阿塔纳索夫,
ENIAC,ENIAC,
TTL circuit,TTL电路,
low-power Schottky TTL gate,低功耗肖特基TTL门,
HCMOS gate,HCMOS门,
tPHL,tPHL,
tPLH,tPLH,
speed-power product,速度-功耗积,
picojoule,皮焦耳,
Loading and Fan-Out,负载与扇出,
unit loads,单位负载,
Arbitrary Waveform Generators,任意波形发生器,
sine waves,正弦波,
triangular waves,三角波,
"Tektronix, Inc.",泰克公司,
Digital Multimeter,数字万用表,
DMM,数字万用表,
ac and dc voltage,交流和直流电压,
current,电流,
resistance,电阻,
capacitors,电容器,
frequency measurements,频率测量,
autoranging feature,自动量程功能,
digital signals,数字信号,
continuity,通断性,
ohmmeter function,欧姆表功能,
Bidirectional data,双向数据,
Gbps,Gbps,
hot swapping,热插拔,
expansion cards,扩展卡,
PCIe,PCIe,
Hewlett-Packard,惠普,
Mbps,Mbps,
HS488,HS488,
interface card,接口卡,
system controller,系统控制器,
controlled devices,受控设备,
frequency measurement,频率测量,
talker,发送器,
DMMs,数字万用表,
frequency counters,频率计数器,
talker/listeners,发送/监听器,
modems,调制解调器,
data transfer control bus,数据传输控制总线,
interface management bus,接口管理总线,
signal loading,信号负载,
Input/Output,输入/输出,
inherent addressing mode,固有寻址模式,
direct addressing mode,直接寻址模式,
indexed addressing mode,索引寻址模式,
relative addressing mode,相对寻址模式,
branch instruction,分支指令,
Applied Logic,应用逻辑,
PLD programming,可编程逻辑器件编程,
VHDL code,VHDL代码,
Espresso method,Espresso方法,
Moore and Mealy state machines,摩尔与米利状态机,
DC power,直流电源,
blown fuses,熔断的保险丝,
tripped circuit breakers,跳闸的断路器,
printed circuit boards,印刷电路板,
CMOS logic,CMOS逻辑,
wrist-type grounding strap,腕式接地带,
scope probe,示波器探头,
SRAM storage cell,SRAM存储单元,
synchronous burst SRAM,同步突发SRAM,
cache memory,缓存存储器,
DRAM storage cells,DRAM存储单元,
static RAM,静态RAM,
volatile memories,易失性存储器,
synchronous SRAM,同步SRAM,
Burst EDO DRAM,突发EDO DRAM,
Static RAMs,静态RAM,
latch memory cells,锁存器存储单元,
test bench program,测试平台程序,
SequentialLogic,SequentialLogic,
PLD chip libraries,PLD芯片库,
circular dependency,循环依赖,
program source code,程序源代码,
I/O,输入/输出,
DFF0,DFF0,
DFF1,DFF1,
sampling circuit,采样电路,
hold circuit,保持电路,
quantized,量化,
Methods of Analog-to-Digital Conversion,模数转换方法,
op-amp inverting amplifier,运算放大器反相放大器,
closed-loop voltage gain,闭环电压增益,
feedback resistor,反馈电阻,
flash converter,闪速转换器,
Exclusive-OR Gate,异或门,
GALs,GAL,
16V8,16V8,
22V10,22V10,
sequential logic functions,时序逻辑功能,
tristate control,三态控制,
Programmable polarity output,可编程极性输出,
FIGURE 12–18,图12-18,
LSB,最低有效位,
TrafficLights,TrafficLights,
FreqDivide,FreqDivide,
TimerCircuits,TimerCircuits,
StateDecoder,状态解码器,
CLKin,CLKin,
ClkOut,ClkOut,
LongTime,LongTime,
ShortTime,短时间,
Sig1,Sig1,
Sig3,Sig3,
TSin,TSin,
TLin,TLin,
VSin,VSin,
Gray0,Gray0,
Gray1,Gray1,
std_logic_1164,std_logic_1164,
std_logic,std_logic,
SequenceBehavior,SequenceBehavior,
dff,dff,
Figure 10–43,图10-43,
FIGURE 10–42,图10-42,
schematic,原理图,
refresh cycle,刷新周期,
RAS only refresh,仅RAS刷新,
CAS before RAS refresh,CAS先于RAS刷新,
external counter,外部计数器,
internal refresh counter,内部刷新计数器,
row decoder,行解码器,
Fast Page Mode (FPM) DRAM,快速页模式DRAM,
Extended Data Out (EDO) DRAM,扩展数据输出DRAM,
Burst Extended Data Out (BEDO) DRAM,突发扩展数据输出DRAM,
Synchronous (S) DRAM,同步DRAM,
Address fields,地址字段,
Control field,控制字段,
Data field,数据字段,
Frame check,帧校验,
End frame,帧结束,
Symbol,符号,
ASCII characters,ASCII字符,
Preamble,前导码,
timing acquisition,定时采集,
state acquisition,状态采集,
acquisition memory,采集存储器,
waveform display,波形显示,
listing display,列表显示,
instruction trace,指令跟踪,
source code debug,源代码调试,
SOP output,SOP输出,
Macrocell 2,宏单元2,
shared expander term,共享扩展项,
Parallel Expanders,并行扩展器,
Figure 10–13,图10-13,
Figure 10–14,图10-14,
LUT CPLD Architecture,LUT CPLD架构,
logic array blocks,逻辑阵列块,
logic elements,逻辑单元,
LEs,LE,
input/output elements,输入/输出单元,
IOEs,IOE,
Section 10–4,第10-4节,
Figure 10–15,图10-15,
Figure 10–16,图10-16,
Figure 10–17,图10-17,
Figure 10–9,图10-9,
nonvolatile process technology,非易失性工艺技术,
Table 4–11,表4–11,
First Level column,第一级列,
Table 4–12,表4–12,
TABLE 4–10,表4–10,
Espresso logic minimizer,Espresso逻辑最小化器,
combinational logic function,组合逻辑函数,
logic synthesis tools,逻辑综合工具,
programmable logic devices,可编程逻辑器件,
SOP Minimization,SOP最小化,
minimum SOP expression,最小SOP表达式,
don’t care conditions,无关项条件,
signal addition and subtraction,信号加减,
signal editing,信号编辑,
artificial echo,人工回声,
reverberation,混响,
sound studio,录音棚,
concert halls,音乐厅,
Speech Generation and Recognition,语音生成与识别,
speech generation,语音生成,
speech recognition,语音识别,
digital recording,数字录音,
compressed form,压缩形式,
analog form,模拟形式,
Radar,雷达,
radio detection and ranging,无线电探测与测距,
data compression techniques,数据压缩技术,
sonar systems,声呐系统,
Image Processing,图像处理,
computed tomography,计算机断层扫描,
magnetic resonance imaging,磁共振成像,
MRI,MRI,
medical field,医学领域,
X-rays,X射线,
magnetic fields,磁场,
radio waves,无线电波,
blood flow,血流,
arteries,动脉,
video telephones,可视电话,
digital television,数字电视,
image compression,图像压缩,
CAS,CAS,
Burst Extended Data Out DRAM,突发扩展数据输出DRAM,
system clock,系统时钟,
asynchronous DRAM,异步DRAM,
double data rate,双倍数据速率,
SDR SDRAM,SDR SDRAM,
single data rate SDRAM,单数据速率SDRAM,
nonvolatile memories,非易失性存储器,
read/write head,读写磁头,
segment,段,
sequential circuit,时序电路,
SET,置位,
signal,信号,
signal-to-noise ratio,信噪比,
SIMM,SIMM,
single mode,单模,
software,软件,
software interrupt,软件中断,
source program,源程序,
Serial-to-peripheral interface bus,串行外设接口总线,
Static random-access memory,静态随机存取存储器,
Shrink small-outline package,缩小外形封装,
stage,级,
state machine,状态机,
static memory,静态存储器,
Shielded twisted pair,屏蔽双绞线,
string,字符串,
subtracter,减法器,
sum term,和项,
synchronous counter,同步计数器,
Synchronous dynamic random-access memory,同步动态随机存取存储器,
cache controller,缓存控制器,
L1 cache,L1缓存,
primary cache,主缓存,
L2 cache,L2缓存,
secondary cache,次级缓存,
L3,三级缓存,
L4,四级缓存,
disk cache,磁盘缓存,
hard disk drive,硬盘驱动器,
Number Systems,数制,
Operations,运算,
Codes,编码,
Digital clocks,数字时钟,
digital thermometers,数字温度计,
digital meters,数字仪表,
straight binary,纯二进制,
BCD Addition,BCD加法,
arithmetic operations,算术运算,
multiplication,乘法,
Section 2–4,第2-4节,
8421,8421,
Example 2–35,例2-35,
Example 2–36,例2-36,
DAA,DAA,
identification register,标识寄存器,
BSCs,边界扫描单元,
M-QAM,M进制正交幅度调制,
Modulo-2 addition,模2加法,
Modulo-2 operations,模2运算,
Modulus of counters,计数器模数,
Monostable multivibrators,单稳态多谐振荡器,
Multicore processors,多核处理器,
Multimode light propagation,多模光传播,
Multiplexed buses,复用总线,
Multiplexed I/Os,复用输入/输出,
Multiplexers,多路复用器,
non-preemptive,非抢占式,
preemptive,抢占式,
VCC,VCC,
Figure 3–70,图3-70,
internally open output,内部开路输出,
floating,悬空,
Figure 3–71,图3-71,
supply voltage,电源电压,
RC time constant,RC时间常数,
Figure 7–43,图7-43,
monostable multivibrator,单稳态多谐振荡器,
74121,74121,
74LS122,74LS122,
logic gate,逻辑门,
inverter G2,反相器G2,
gate G1,门G1,
programmer,编程器,
PLD development board,可编程逻辑器件开发板,
"Digilent, Inc.",Digilent公司,
SOP form,SOP形式,
AND-OR-Invert logic,与或非逻辑,
POS form,POS形式,
Boolean output expression,布尔输出表达式,
NAND,与非门,
NOR,或非门,
dual symbols,双符号,
VHDL component,VHDL组件,
Smart phones,智能手机,
digital media devices,数字媒体设备,
calculators,计算器,
portable GPS units,便携式GPS设备,
ARM,ARM,
Advanced RISC Machine,高级精简指令集机器,
LCD,LCD,
HMI,人机界面,
HIGH,高电平,
LOW,低电平,
active-HIGH pulse,高电平有效脉冲,
distinctive shape,独特形状,
positive-going pulse,正向脉冲,
logical multiplication,逻辑乘法,
logic expression,逻辑表达式,
rectangular outline symbol,矩形轮廓符号,
InfoNote,信息注释,
digital systems,数字系统,
Floor Counter,楼层计数器,
numeric_std,numeric_std,
FLOORCOUNTER,FLOORCOUNTER,
UP,上行,
DOWN,下行,
Sensor,传感器,
FLRCODE,FLRCODE,
LogicOperation,LogicOperation,
FloorCnt,楼层计数,
FLRCALL/FLRCNT Comparator,FLRCALL/FLRCNT比较器,
std_logic_arith,std_logic_arith,
FLRCALLCOMPARATOR,FLRCALLCOMPARATOR,
FlrCodeCall,楼层呼叫代码,
FlrCodeCnt,楼层计数代码,
STOP,停止,
VH(max),VH(max),
VH(min),VH(min),
VL(max),VL(max),
VL(min),VL(min),
negative-going pulse,负向脉冲,
binary 1,二进制1,
binary 0,二进制0,
Complements of Binary Numbers,二进制数的补码,
Signed Numbers,有符号数,
1’s comp,一补码,
2’s comp,二补码,
Exponent,指数,
Arithmetic Operations with Signed Numbers,有符号数的算术运算,
main street,主街,
side street,侧街,
combinational logic unit,组合逻辑单元,
Chapter 7,第7章,
Timing Requirements,时序要求,
green light,绿灯,
yellow caution light,黄灯,
Figure 6–63,图6-63,
five-bit,五位,
four-bit,四位,
timing sequence,时序序列,
Jumps,跳转,
Junctions,结点,
Karnaugh maps,卡诺图,
cell adjacency,单元相邻性,
POS,POS,
4-variable,四变量,
grouping 1’s,1的分组,
simplification,化简,
3-variable,三变量,
Keyboard encoder circuit,键盘编码电路,
Lands,平台区,
Large-scale integration (LSI),大规模集成电路,
Last in-last out memories,后进后出存储器,
LIFO memories,LIFO存储器,
gated D,门控D型,
gated S-R,门控S-R型,
S-R (SET-RESET),S-R（置位-复位）,
Latency,延迟,
latency period,延迟周期,
LCC (leadless ceramic chip),无引线陶瓷芯片,
Leading edge,前沿,
Least significant digit (LSD),最低有效位数字,
LEs (logic elements),逻辑单元,
Anti-aliasing,抗混叠,
filter,滤波器,
digital signal processing system,数字信号处理系统,
cellular telephone,蜂窝电话,
4-bit comparator,4位比较器,
Figure 6–21,图6-21,
MSBs,最高有效位,
Figure 6–20,图6-20,
tag address comparator,标签地址比较器,
cache directory,缓存目录,
CLK1,CLK1,
FF0,FF0,
CLK2,CLK2,
Figure 9–13(b),图9-13(b),
CLK3,CLK3,
Figure 9–13(c),图9-13(c),
CLK4,CLK4,
D flip-flop counter,D触发器计数器,
Figure 9–12(b),图9-12(b),
J-K flip-flop counter,J-K触发器计数器,
Figure 9–14,图9-14,
synchronous counter operation,同步计数器操作,
high-speed digital circuits,高速数字电路,
Figure 9–16,图9-16,
Figure 9–15,图9-15,
Table 9–3,表9-3,
DIMMs,DIMM,
DDR2,DDR2,
DDR3,DDR3,
grounding wrist strap,接地腕带,
ac outlet ground,交流电源接地,
antistatic bags,防静电袋,
edge connector pins,边缘连接器引脚,
modulus-8 counter,模8计数器,
count enable,计数使能,
terminal count,终端计数,
CTEN,CTEN,
ripple clock output,脉动时钟输出,
64-bit counter,64位计数器,
32-bit full-modulus counter,32位全模计数器,
threshold input,阈值输入,
trigger input,触发输入,
timing network,定时网络,
frequency of oscillation,振荡频率,
control input,控制输入,
decoupling,去耦,
retriggerable one-shot,可重触发单稳态电路,
output pulse width,输出脉冲宽度,
IC one-shots,集成电路单稳态电路,
clock signal,时钟信号,
sequential logic circuits,时序逻辑电路,
Schmitt trigger circuit,施密特触发器电路,
inverter with hysteresis,带滞回的反相器,
RC circuit,RC电路,
feedback arrangement,反馈结构,
upper trigger point,上限触发电平,
lower trigger point,下限触发电平,
Assembly Language Program,汇编语言程序,
interpreter,解释器,
machine language,机器语言,
parity bit,奇偶校验位,
Parity,奇偶性,
transmission line,传输线,
hours counter,小时计数器,
Logic Symbols with Dependency Notation,带依赖符号的逻辑符号,
IC counter,集成电路计数器,
74HC163 4-bit synchronous binary counter,74HC163 4位同步二进制计数器,
Common Control Block,公共控制块,
Individual Elements,独立元件,
Programmable link technologies,可编程连接技术,
hardware fixture,硬件装置,
development printed circuit board,开发印刷电路板,
software development package,软件开发包,
graphic entry,图形输入,
ISP PLDs,在系统可编程PLD,
embedded processor,嵌入式处理器,
average power dissipation,平均功耗,
nonpipelined processing,非流水线处理,
pipelined processing,流水线处理,
execution stage,执行阶段,
Processor Elements,处理器元件,
arithmetic and logic operations,算术和逻辑运算,
8-bit registers,8位寄存器,
addition operation,加法运算,
wait until rising_edge,等待上升沿,
