source,target,tgt_lng 
Fig. 6.2,图6.2,
1955,1955年,
Bipolar Junction Transistor,双极结型晶体管,
vacuum tube,真空管,
vacuum-tube diode,真空二极管,
J. A. Fleming,J. A. 弗莱明,
Lee De Forest,李·德福雷斯特,
tetrode,四极管,
pentode,五极管,
"December 23, 1947",1947年12月23日,
S. William Shockley,威廉·肖克利,
Walter H. Brattain,沃尔特·布拉顿,
John Bardeen,约翰·巴丁,
Bell Telephone Laboratories,贝尔电话实验室,
Voltage-Controlled Resistor,电压控制电阻,
gate-to-source dc voltage,栅源直流电压,
no bias,无偏置,
forward bias,正向偏置,
reverse bias,反向偏置,
fixed-bias network,固定偏置网络,
Example 4.4,例4.4,
Component toolbar,组件工具栏,
Select a Component dialog box,选择组件对话框,
BJT_NPN,BJT_NPN,
2N2222A,2N2222A,
Place,放置,
Text option,文本选项,
Edit,编辑,
Properties,属性,
BJT_NPN dialog box,BJT_NPN对话框,
Value,值,
Edit Model dialog box,编辑模型对话框,
Indicator,指示器,
piezoelectric crystal,压电晶体,
resonant tank circuit,谐振槽路,
quartz,石英,
communication transmitters and receivers,通信发射机和接收机,
Quartz Crystal,石英晶体,
piezoelectric effect,压电效应,
mechanical distortion,机械形变,
mechanical vibrations,机械振动,
natural resonant frequency,自然谐振频率,
electromechanical resonance,机电谐振,
equivalent electrical resonant circuit,等效电谐振电路,
crystal mass,晶体质量,
compliance,顺应性,
internal friction,内部摩擦,
shunt capacitance,并联电容,
mechanical mounting,机械安装,
quality factor,品质因数,
series resonance,串联谐振,
parallel resonance,并联谐振,
antiresonance,反谐振,
Series-Resonant Circuits,串联谐振电路,
feedback path,反馈路径,
transistor circuit,晶体管电路,
12-V,12伏,
battery,电池,
Fig. 2.128b,图2.128b,
positive terminal,正极,
surrounding air,周围空气,
Fig. 2.129,图2.129,
6-A charge rate,6安培充电速率,
meter,仪表,
instrument,仪器,
automatic shutoff,自动关闭,
charger,充电器,
fully charged level,充满电状态,
overcharged,过充,
50% level,50%电量水平,
circuit breaker,断路器,
headlight,前照灯,
output waveform,输出波形,
rectifying capabilities,整流能力,
ac waveform,交流波形,
pulsating one,脉动波形,
Fig. 2.130,图2.130,
6-A setting,6安培设置,
vertical sensitivity,垂直灵敏度,
Time Domain(Transient),时域（瞬态）,
Run to time(TSTOP),运行至时间(TSTOP),
SCHEMATIC window,原理图窗口,
Add Trace,添加轨迹,
Trace Expression,轨迹表达式,
Fig. 5.141,图5.141,
Tools-Options-Mark Data Points,工具-选项-标记数据点,
peak-to-peak value,峰峰值,
calculator solution,计算器解,
FIG. 5.141 Voltage v C,图5.141 电压v C,
Add Y-Axis,添加Y轴,
Fig. 5.142,图5.142,
amplifier design,放大器设计,
hand-held instruments,手持仪器,
horizontal scale,水平刻度,
step control,步进控制,
npn transistors,npn晶体管,
pnp transistors,pnp晶体管,
Darlington configurations,达林顿配置,
nested sweep,嵌套扫描,
collector-to-emitter voltages,集电极-发射极电压,
Fig. 3.34,图3.34,
V BB,V BB,
Q2N2222 transistor,Q2N2222晶体管,
OrCAD 3-1,OrCAD 3-1,
Start value,起始值,
End value,终止值,
Increment,增量,
SiO2,二氧化硅,
p-substrate,P型衬底,
n-type region,N型区域,
VGS(Th),VGS(Th),
Fig. 6.34,图6.34,
Kirchhoff’s voltage law,基尔霍夫电压定律,
VDG,VDG,
Eq. (6.13),公式(6.13),
Fig. 13.25,图13.25,
phase comparator,相位比较器,
capture range,捕获范围,
lock range,锁定范围,
frequency demodulation,频率解调,
frequency synthesis,频率合成,
FSK decoders,FSK解码器,
FM demodulation,调频解调,
FM carrier frequency,调频载波频率,
intermediate-frequency (IF) strip,中频段,
capacitor C 1,电容器C1,
resistor R 3,电阻器R3,
sawtooth waveform,锯齿波形,
output potential V o,输出电位Vo,
Zener potential,齐纳电位,
light-activated SCR,光触发可控硅,
LASCR,LASCR,
silicon semiconductor layer,硅半导体层,
gate lead,门极引线,
anode connection,阳极连接,
optical light controls,光控装置,
relays,继电器,
phase control,相位控制,
motor control,电机控制,
junction temperature,结温,
light energy,光能,
decibel,分贝,
bel,贝尔,
Alexander Graham Bell,亚历山大·格拉汉姆·贝尔,
dBm,dBm,
semiconductor device,半导体器件,
ac amplification,交流放大,
bipolar,双极型,
unipolar device,单极型器件,
Electronic workbench,电子工作台,
Emergency lighting system,应急照明系统,
Energy gaps,能隙,
Equivalent models,等效模型,
EWB,EWB,
Exponential function,指数函数,
Fall time,下降时间,
Feedback amplifier,反馈放大器,
Feedback circuits,反馈电路,
Feedback connection types,反馈连接类型,
Feedback gain,反馈增益,
FET phase-shift oscillator,场效应管相移振荡器,
Field effect transistor,场效应晶体管,
ripple voltage,纹波电压,
Filter,滤波器,
Flicker noise,闪烁噪声,
Fourier series,傅里叶级数,
Free electrons,自由电子,
Fundamental frequency,基频,
Gain–bandwidth product,增益带宽积,
Gain margin,增益裕度,
Half-power frequencies,半功率频率,
Harmonic distortion,谐波失真,
Harmonics,谐波,
Hartley oscillator,哈特利振荡器,
High-frequency response,高频响应,
High-pass filter,高通滤波器,
Kirchhoff’s current law,基尔霍夫电流定律,
Fig. 3.5,图3.5,
Fig. 3.6,图3.6,
conventional (hole) flow,常规（空穴）电流方向,
fixed bias,固定偏置,
Holding current,维持电流,
conduction state,导通状态,
forward blocking region,正向阻断区,
Forward blocking regions,正向阻断区,
Reverse blocking regions,反向阻断区,
Reverse breakdown voltage,反向击穿电压,
Zener region,齐纳区,
avalanche region,雪崩区,
two-layer semiconductor diode,双层半导体二极管,
breakover voltage,转折电压,
bias voltage,偏置电压,
p – n junction diode,PN结二极管,
gate characteristics,门极特性,
PGFM,PGFM,
IGFM,IGFM,
V GFM,VGFM,
Fig. 4.108,图4.108,
Fig. 4.109b,图4.109b,
16-V source,16V电源,
R ref,R ref,
2 mA,2毫安,
terminal 3,端子3,
4-mA current,4毫安电流,
13.5 V,13.5伏,
14.2 V,14.2伏,
0.1 V,0.1伏,
Fig. 4.109c,图4.109c,
low-input impedance,低输入阻抗,
voltage spike,电压尖峰,
lightning,雷电,
series resistor,串联电阻,
Section 4.15,第4.15节,
transistor switching networks,晶体管开关网络,
collector-to-emitter impedance,集电极-发射极阻抗,
Fig. 4.110,图4.110,
VCEsat(low),VCEsat(低),
ICsat(high),ICsat(高),
Rsat,Rsat,
Zener breakdown,齐纳击穿,
silicon diodes,硅二极管,
germanium diodes,锗二极管,
maximum power dissipation,最大功率耗散,
forward-bias voltage,正向偏置电压,
Light emitting diodes,发光二极管,
Add Trace dialog box,添加轨迹对话框,
Axis Settings dialog box,轴设置对话框,
Y-Axis,Y轴,
Data Range,数据范围,
PSpice Model Editor Demo dialog box,PSpice模型编辑器演示对话框,
Model Editor/16.3 dialog box,模型编辑器/16.3对话框,
MESFETs,金属半导体场效应晶体管,
enhancement type,增强型,
metal–oxide–semiconductor field-effect transistor,金属氧化物半导体场效应晶体管,
silicon dioxide,二氧化硅,
voltage-divider bias network,分压器偏置网络,
Input impedance with feedback,带反馈的输入阻抗,
Instrumentation amplifier,仪表放大器,
Instrumentation circuits,仪表电路,
Integrated circuit,集成电路,
Interfacing circuitry,接口电路,
Inverter,反相器,
Ionization potential,电离势,
cascade,级联,
low-frequency analysis,低频分析,
Johnson noise,约翰逊噪声,
Junction field-effect transistor,结型场效应晶体管,
Ladder-network conversion,梯形网络转换,
Latching relay,锁存继电器,
candela,坎德拉,
efficacy,效能,
frequency spectrum,频谱,
Liquid crystal displays,液晶显示器,
Logarithms,对数,
BJT AMPLIFIER,双极结型晶体管放大器,
low-frequency response,低频响应,
bandwidth,带宽,
Table 1.3,表1.3,
Fig. 1.18,图1.18,
Table 1.4,表1.4,
groups III–V,III-V族化合物,
Electrical Characteristics,电气特性,
Input offset voltage,输入失调电压,
Output offset voltage,输出失调电压,
Input offset current,输入失调电流,
Input bias current,输入偏置电流,
Common-mode input voltage range,共模输入电压范围,
Maximum peak output voltage swing,最大峰值输出电压摆幅,
Large-signal differential voltage amplification,大信号差分电压放大,
μA741,μA741,
TRANSISTOR CASING,晶体管外壳,
base-emitter junction,基极-发射极结,
base-to-collector junction,基极-集电极结,
gold,金,
aluminum,铝,
nickel,镍,
encapsulated,封装,
high-power devices,大功率器件,
low- to medium-power devices,低至中功率器件,
p-type substrate,P型衬底,
transfer curve,转移曲线,
enhancement region,增强区,
R B,R B,
short-circuit condition,短路状态,
EXAMPLE 4.34,例4.34,
Fig. 4.97,图4.97,
R 2,R2,
ohm-meter,欧姆表,
Chapter 3,第3章,
collector current I C,集电极电流 I C,
Table 4.2,表4.2,
25°C,25°C,
I B,I B,
threshold value,阈值,
Random-Noise Generator,随机噪声发生器,
Thermal noise,热噪声,
White noise,白噪声,
1/f noise,1/f噪声,
Simple DC Supply,简易直流电源,
bridge rectifier,桥式整流器,
DC Supply with Transformer Input,带变压器输入的直流电源,
wall mount,壁挂式,
chassis mount,机架安装式,
Zener reference,齐纳基准,
Chopper Supply,斩波电源,
line conditioners,线路调节器,
isolation transformer,隔离变压器,
control integrated circuit,控制集成电路,
forward-biased diode,正向偏置二极管,
hybrid parameter h oe,混合参数h oe,
common-emitter transistor configuration,共射极晶体管配置,
b r e,b r e,
alpha a,α,
Moore’s law,摩尔定律,
III V compound semiconductors,III-V族化合物半导体,
indium gallium arsenide,砷化铟镓,
InGaAs,InGaAs,
GaAlAs,GaAlAs,
AlGaN,AlGaN,
AllnN,AllnN,
Intel ® Core TM i7 Quad Core processor,英特尔®酷睿™i7四核处理器,
Tukwila processor,Tukwila处理器,
IBM,IBM,
Georgia Institute of Technology,佐治亚理工学院,
silicon-germanium transistor,硅锗晶体管,
Swedish team,瑞典团队,
junctionless transistor,无结晶体管,
Hewlett Packard,惠普,
Crossbar Latch transistor,交叉开关锁存晶体管,
Pentium II,奔腾II,
linear scale,线性刻度,
forward-bias voltages,正向偏置电压,
Boiling water,沸水,
Solar System,太阳能系统,
SolarDirect.com,SolarDirect.com,
Thin-film solar cell panels,薄膜太阳能电池板,
solar panels,太阳能板,
energy-efficient refrigerator,节能冰箱,
color TV,彩色电视,
microwave,微波炉,
60-W bulb,60瓦灯泡,
electric clock,电钟,
dc electric power,直流电,
ac power,交流功率,
batteries,电池,
local utility company,当地电力公司,
electrical panel,配电箱,
semiconductor p – n junction device,半导体PN结器件,
dark current,暗电流,
lens,透镜,
junction region,结区,
source capacitance,源极电容,
ac equivalent network,交流等效网络,
g m,跨导,
FET networks,场效应晶体管网络,
source-follower,源极跟随器,
common-gate,共栅极,
R D,漏极电阻,
R S,源极电阻,
J2N3819,J2N3819,
SEMICONDUCTOR DIODES,半导体二极管,
high-speed switching applications,高速开关应用,
switching diodes,开关二极管,
maximum forward current,最大正向电流,
reverse-voltage rating,反向电压额定值,
breakdown,击穿,
maximum power dissipation level,最大功耗水平,
Capacitance levels,电容值,
Operating temperature range,工作温度范围,
frequency range,频率范围,
noise level,噪声水平,
switching time,开关时间,
thermal resistance levels,热阻值,
peak repetitive values,峰值重复值,
high-voltage/low-leakage diode,高压/低漏电二极管,
rectification process,整流过程,
silicon high-voltage diode,硅高压二极管,
reverse-bias current,反向偏置电流,
Q -point,Q点,
R G,RG,
thermistor,热敏电阻,
Power thermistors,功率热敏电阻,
glass encapsulated thermistor,玻璃封装热敏电阻,
bead type thermistor,珠状热敏电阻,
chip thermistor,片式热敏电阻,
Fig. 2.91,图2.91,
RC product,RC乘积,
Fig. 2.92,图2.92,
clamping networks,箝位网络,
EXAMPLE 2.22,例2.22,
Fig. 2.93,图2.93,
Fig. 2.94,图2.94,
common-source configuration,共源极配置,
common-drain,共漏极,
common-gate circuits,共栅极电路,
control voltage,控制电压,
output frequency,输出频率,
wiper arm,滑臂,
input modulating voltage,输入调制电压,
voltage divider,分压器,
center frequency,中心频率,
phase detector,相位检测器,
voltage-controlled oscillator,压控振荡器,
frequency synthesizers,频率合成器,
reference signal frequency,参考信号频率,
citizens band,民用波段,
marine-radio-band unit,船用无线电波段单元,
single-crystal-controlled frequency,单晶控制频率,
FM demodulation networks,调频解调网络,
digital-data transmission,数字数据传输,
frequency-shift keying,频移键控,
modems,调制解调器,
telemetry receivers and transmitters,遥测接收机和发射机,
tone decoders,音调解码器,
AM detectors,调幅检测器,
tracking filters,跟踪滤波器,
constant-current region,恒流区,
linear amplification region,线性放大区,
voltage-controlled resistance region,电压控制电阻区,
automatic gain control system,自动增益控制系统,
TRANSITION AND DIFFUSION CAPACITANCE,过渡电容与扩散电容,
capacitive and inductive effects,电容与电感效应,
impedance level,阻抗水平,
shorting path,短路路径,
p – n semiconductor diode,p-n半导体二极管,
forward- and reverse-bias regions,正向与反向偏置区,
parallel-plate capacitor,平行板电容器,
permittivity,介电常数,
Diode Equivalent Circuits,二极管等效电路,
CLIPPERS,限幅器,
dc supply,直流电源,
series combination,串联组合,
short-circuit state,短路状态,
voltage drop,电压降,
transition level,转换电平,
Fig. 2.83,图2.83,
Fig. 2.84,图2.84,
Example 2.20,例2.20,
EXAMPLE 2.21,例2.21,
VK = 0.7 V,VK = 0.7 V,
Fig. 2.85,图2.85,
Fig. 2.86,图2.86,
Fig. 2.87,图2.87,
TWO-PORT SYSTEMS,二端口系统,
EXAMPLE 5.12,例5.12,
AvL,AvL,
Avs,Avs,
Example 5.11,例5.11,
AvNL,AvNL,
EXAMPLE 5.13,例5.13,
FIG. 5.66,图5.66,
power equation,功率方程,
current,电流,
V OC,开路电压,
I – V curve,电流-电压曲线,
Fig. 16.15,图16.15,
absorption coefficient,吸收系数,
intensity,强度,
single-crystal silicon,单晶硅,
Polycrystalline silicon,多晶硅,
thin-film technology,薄膜技术,
amorphous silicon,非晶硅,
a-Si,非晶硅,
cadmium telluride,碲化镉,
CdTe,碲化镉,
copper indium diseelenide,铜铟硒化物,
CuInSe 2,铜铟硒化物,
CIS,铜铟硒化物,
photon,光子,
fiber optic cable,光纤电缆,
cladding,包层,
core,纤芯,
infrared frequency range,红外频率范围,
visible light spectrum,可见光谱,
optical communication systems,光通信系统,
repeaters,中继器,
light modulator,光调制器,
light demodulator,光解调器,
New Simulation dialog box,新建仿真对话框,
OrCAD 5-1,OrCAD 5-1,
Simulation Settings dialog box,仿真设置对话框,
Run PSpice key,运行PSpice键,
Fig. 5.140,图5.140,
SMALL SIGNAL BIAS SOLUTION,小信号偏置解,
V option,V选项,
VBE,VBE,
BJT MODEL PARAMETERS,双极型晶体管模型参数,
V o,V o,
strobing,选通,
TTL signals,TTL信号,
MOS device circuits,MOS器件电路,
dual-line driver,双线驱动器,
dual-line receiver,双线接收器,
inverting input,反相输入,
noninverting input,非反相输入,
driver–receiver unit,驱动器-接收器单元,
strobe signal,选通信号,
SN75150,SN75150,
SN75152,SN75152,
keyboards,键盘,
video terminals,视频终端,
printers,打印机,
EIA,EIA,
space,空格,
RS-232C-to-TTL Converter,RS-232C转TTL转换器,
atomic structure,原子结构,
covalent bond,共价键,
Junction Field Effect,结型场效应,
Metal-Oxide Semiconductor FET,金属氧化物半导体场效应晶体管,
Metal-Semiconductor FET,金属半导体场效应晶体管,
bipolar device,双极型器件,
breakdown region,击穿区,
kinetic energy,动能,
ionization process,电离过程,
avalanche current,雪崩电流,
V BV,V BV,
doping levels,掺杂水平,
electric field,电场,
Section 1.15,第1.15节,
peak reverse voltage,峰值反向电压,
PRV rating,PRV额定值,
GaAs diodes,砷化镓二极管,
Ge diodes,锗二极管,
Si diode,硅二极管,
ideal switch,理想开关,
commercial diode,商用二极管,
DC or Static Resistance,直流或静态电阻,
feedback circuit,反馈电路,
feedback equation,反馈方程,
gain with feedback,反馈增益,
noise voltage,噪声电压,
Practical examples,实际示例,
Fig. 14.20,图14.20,
source impedance,源阻抗,
load impedance,负载阻抗,
phase-shift network,相移网络,
attenuation,衰减,
network analysis,网络分析,
amplifier stage,放大器级,
Eq. (14.33),公式(14.33),
Fig. 2.40,图2.40,
Fig. 2.41,图2.41,
OR gate,或门,
AND gate,与门,
Fig. 2.42,图2.42,
Fig. 2.43,图2.43,
Wien Bridge Oscillator,文氏电桥振荡器,
OrCAD 2-1,OrCAD 2-1,
Simulation Setting,仿真设置,
Run key,运行键,
Output Window,输出窗口,
Edit-PSpice Model,编辑-PSpice模型,
"classes A, AB, and C amplifiers",A类、AB类和C类放大器,
amplifier distortion,放大器失真,
Efficiency of various classes of amplifiers,各类放大器的效率,
Power calculations,功率计算,
pickup transducer,拾取换能器,
output device,输出设备,
voltage amplifier,电压放大器,
Large-signal or power amplifiers,大信号或功率放大器,
speaker,扬声器,
impedance matching,阻抗匹配,
amplifier classes,放大器类别,
dc bias point,直流偏置点,
microwatts,微瓦,
milliwatts,毫瓦,
0°C to 60°C,0°C至60°C,
field-effect,场效应,
dynamic-scattering,动态散射,
nematic liquid crystal,向列型液晶,
indium oxide,氧化铟,
6 V to 20 V,6伏至20伏,
RCA,RCA,
1968,1968年,
frosted-glass,磨砂玻璃,
eight-segment digit display,八段数码显示,
Sinusoidal oscillator,正弦振荡器,
tunnel diode,隧道二极管,
negative-resistance region,负阻区,
sinusoidal generator,正弦波发生器,
pulse oscillator,脉冲振荡器,
Schottky barrier diode,肖特基势垒二极管,
varicap diode,变容二极管,
high-frequency device,高频器件,
incident light,入射光,
selenium,硒,
infrared-emitting diode,红外发射二极管,
dc forward current,直流正向电流,
forward-current amplification,正向电流放大,
common-emitter,共发射极,
"common-emitter, forward-current, amplification factor",共发射极正向电流放大系数,
Eq. (3.11),公式(3.11),
Fig. 3.13a,图3.13a,
Fig. 3.17,图3.17,
Fig. 3.16,图3.16,
IIB,IIB,
IIO,IIO,
roll-off,滚降,
open-loop voltage gain,开环电压增益,
AVD,AVD,
ACL,ACL,
Gain–Bandwidth,增益带宽,
hybrid equivalent model,混合等效模型,
hybrid input equivalent circuit,混合输入等效电路,
hybrid output equivalent circuit,混合输出等效电路,
complete hybrid equivalent circuit,完整混合等效电路,
three-terminal linear device,三端线性器件,
three-terminal configurations,三端配置,
three-terminal two-port system,三端二端口系统,
DC Load Line,直流负载线,
transformer winding resistance,变压器绕组电阻,
Quiescent Operating Point,静态工作点,
collector quiescent current,集电极静态电流,
AC Load Line,交流负载线,
reflected load resistance,反射负载电阻,
ID(on),导通漏极电流,
VGS(on),导通栅源电压,
2N4351,2N4351,
p-channel enhancement-type MOSFET,P沟道增强型MOSFET,
VVC,压控电容,
tuning diodes,调谐二极管,
depletion width,耗尽层宽度,
knee potential,膝点电位,
alloy junctions,合金结,
diffused junctions,扩散结,
digital counter,数字计数器,
ADC,模数转换器,
Timer IC,定时器集成电路,
555 timer,555定时器,
astable multivibrator,无稳态多谐振荡器,
one-shot,单稳态触发器,
566 IC,566集成电路,
current-loop,电流环,
data bus,数据总线,
open-collector,开漏输出,
tri-state output,三态输出,
Si MOSFETs,硅MOSFET,
Schottky barrier,肖特基势垒,
tungsten,钨,
n-type channel,N型沟道,
metal–semiconductor junction,金属-半导体结,
metal – semiconductor field-effect transistors,金属半导体场效应晶体管,
saturation level,饱和电平,
load resistor,负载电阻,
Passive infrared (PIR) motion-detection system,被动红外（PIR）运动检测系统,
pyroelectric detector,热释电探测器,
parabolic deflector,抛物面反射器,
JFET source-follower configuration,结型场效应晶体管源极跟随器配置,
low-frequency amplifier,低频放大器,
peak-detecting network,峰值检测网络,
comparator,比较器,
dc voltage comparator,直流电压比较器,
output processor,输出处理器,
conveyor belt,传送带,
photoresistive device,光敏电阻器件,
CdS,CdS,
cadmium selenide,硒化镉,
CdSe,CdSe,
closed-loop gain,闭环增益,
oscillator circuit,振荡器电路,
varying output signal,变化的输出信号,
pulse or square-wave oscillator,脉冲或方波振荡器,
Fig. 14.18,图14.18,
amplifier input,放大器输入,
feedback stage,反馈级,
feedback voltage,反馈电压,
base amplifier,基本放大器,
feedback network,反馈网络,
Barkhausen criterion,巴克豪森准则,
FIG. 14.19,图14.19,
Buildup of steady-state oscillations,稳态振荡的建立,
Feedback circuit used as an oscillator,用作振荡器的反馈电路,
self-sustained oscillations,自持振荡,
Saturation factors,饱和因素,
dc network,直流网络,
RC-coupled amplifier system,RC耦合放大器系统,
decibel plot,分贝图,
low-frequency regions,低频区域,
high-frequency regions,高频区域,
midband region,中频区域,
LOW-FREQUENCY ANALYSIS—BODE PLOT,低频分析——波特图,
voltage-divider BJT network,分压式BJT网络,
mid-frequency range,中频范围,
coupling capacitor,耦合电容,
power dissipation curve,功耗曲线,
IC = ICEO,IC = ICEO,
ICEO = bICBO,ICEO = bICBO,
common-base characteristics,共基极特性,
common-emitter transistor,共射极晶体管,
h oe,hoe,
I C,集电极电流,
Eq. (1.6),公式(1.6),
Eq. (1.5),公式(1.5),
open-circuit approximation,开路近似,
Average AC Resistance,平均交流电阻,
Fig. 1.28,图1.28,
Cascade configuration,级联配置,
Cascode configuration,共源共栅配置,
Center-tapped transformer,中心抽头变压器,
Class A amplifier,A类放大器,
Class B amplifier operation,B类放大器工作,
Class C amplifier,C类放大器,
Clipping,削波,
CMOS amplifier,CMOS放大器,
Colpitts oscillator,科尔皮茨振荡器,
"Common-base, short-circuit, amplification factor",共基极短路放大系数,
Common logarithm,常用对数,
Common-mode operation,共模操作,
Common-mode rejection,共模抑制,
Comparator unit operation,比较器单元操作,
Complementary-symmetry circuits,互补对称电路,
Conservation of energy,能量守恒,
Constant-magnitude gain,恒定幅度增益,
network equation,网络方程,
conventional current,常规电流,
logic gate,逻辑门,
dc level,直流电平,
ideal diode approximations,理想二极管近似,
reverse-bias conditions,反向偏置条件,
full-wave bridge rectifier,全波桥式整流器,
CT transformer,中心抽头变压器,
peak-to-peak swing,峰峰值摆幅,
Zener breakdown potential,齐纳击穿电位,
common-emitter amplifier,共射极放大器,
Common-Emitter Fixed-Bias Configuration,共射极固定偏置配置,
voltage-controlled drain resistance,电压控制漏极电阻,
RDS,RDS,
transistor Q1,晶体管Q1,
transistor Q2,晶体管Q2,
control current,控制电流,
voltage VBE1,电压VBE1,
voltage VBE2,电压VBE2,
load current,负载电流,
resistor R,电阻R,
voltage VCE1,电压VCE1,
mirrored current,镜像电流,
power rating,功率额定值,
Zener voltage,齐纳电压,
knee impedance,膝点阻抗,
regulator configuration,稳压器配置,
EXAMPLE 1.5,例1.5,
Table 1.7,表1.7,
Eq. (1.14),公式(1.14),
dc meter,直流电表,
circuit schematic diagram,电路原理图,
test dc voltages,测试直流电压,
test ac signal,测试交流信号,
waveform,波形,
amplitude,幅度,
glitches,毛刺,
supply voltage,电源电压,
V DD,V DD,
color code,色码,
background sound generators,背景声音发生器,
FET AMPLIFIER NETWORKS,场效应管放大器网络,
dc bias condition,直流偏置条件,
ac voltage gain,交流电压增益,
standard values,标准值,
feedback configuration,反馈配置,
dc supply voltage,直流电源电压,
Common-mode rejection ratio,共模抑制比,
Supply current,电源电流,
Total power dissipation,总功耗,
Table 10.3,表10.3,
Fig. 10.50,图10.50,
base–emitter loop,基极-发射极回路,
collector–emitter loop,集电极-发射极回路,
POWER TRANSISTOR,功率晶体管,
free-air temperature,自由空气温度,
Thermal Analogy,热类比,
thermal resistance,热阻,
thermal–electrical analogy,热电类比,
Kirchhoff’s law,基尔霍夫定律,
IC VOLTAGE REGULATORS,集成电路稳压器,
Three-Terminal Voltage Regulators,三端电压调节器,
Fixed-Positive-Voltage Regulators,固定正电压调节器,
series 78 regulators,78系列调节器,
OPERATIONAL 622 AMPLIFIERS,运算放大器 622,
Unity Gain,单位增益,
Virtual Ground,虚地,
virtual short-circuit,虚短路,
Figure 10.33,图 10.33,
JFET_N,JFET_N,
Place-Text,放置文本,
VOLTMETER_V,VOLTMETER_V,
Select a Component,选择组件,
Simulate-Run,模拟运行,
1-MÆ resistor,1兆欧电阻,
Example 7.2,例7.2,
Fig. 7.75,图7.75,
electron and hole theory,电子与空穴理论,
no-bias,无偏置,
ideal,理想,
practical,实际,
light-emitting diode,发光二极管,
Jack Kilby,杰克·基尔比,
Texas Instruments,德州仪器,
1958,1958年,
IC,集成电路,
Intel® Core™ i7 Extreme,Intel® Core™ i7 Extreme,
2N4400 transistor,2N4400 晶体管,
Fig. 5.92,图5.92,
Fig. 5.93,图 5.93,
Two-port system,二端口系统,
reverse-bias breakdown voltage,反向击穿电压,
standard commercial diode,标准商用二极管,
I F,正向电流,
blue,蓝色,
green,绿色,
yellow,黄色,
orange,橙色,
red,红色,
TV screen,电视屏幕,
monitors,显示器,
rectifier circuit,整流电路,
pulsating dc voltage,脉动直流电压,
battery replacement,电池替代品,
battery charger,电池充电器,
dc supply voltages,直流电源电压,
stereo system,立体声系统,
computer,计算机,
Filter Voltage Regulation and Ripple Voltage,滤波电压调节与纹波电压,
Figure 15.2,图15.2,
filtered output,滤波输出,
dc value,直流值,
ac variation,交流变化,
ripple,纹波,
Filter voltage waveform,滤波电压波形,
dc voltmeter,直流电压表,
ac (rms) voltmeter,交流（均方根）电压表,
rms value,均方根值,
ac component,交流分量,
EXAMPLE 15.1,例15.1,
hybrid p terminology,混合π术语,
common-emitter r e model,共射极r e模型,
base contact,基极接触,
base bulk,基区体电阻,
base spreading resistance,基极扩展电阻,
voltage-controlled current source,电压控制电流源,
crystal lattice structure,晶体晶格结构,
conduction band,导带,
valence band,价带,
photodetectors,光电探测器,
security systems,安全系统,
transistor networks,晶体管网络,
TABLE 15.1,表15.1,
Positive-Voltage Regulators,正电压稳压器,
7800 Series,7800系列,
IC Part,集成电路型号,
Minimum V i,最小输入电压,
7812,7812,
Fig. 15.27,图15.27,
ac line voltage,交流线路电压,
unregulated dc voltage,非稳压直流电压,
ac ripple,交流纹波,
voltage regulator,稳压器,
Positive-Voltage-Regulator Specifications,正电压稳压器规格,
Fig. 15.28,图15.28,
series 7800,7800系列,
Output regulation,输出调节,
Short-circuit output current,短路输出电流,
Peak output current,峰值输出电流,
Transistor Colpitts Oscillator,晶体管科尔皮茨振荡器,
Fig. 14.27,图14.27,
Eq. (14.44),公式(14.44),
FIG. 14.26,图14.26,
FET Colpitts oscillator,场效应管科尔皮茨振荡器,
Edwin Henry Colpitts,埃德温·亨利·科尔皮茨,
1872–1949,1872–1949,
1915,1915年,
Western Electric,西方电气公司,
transatlantic radio telephone,跨大西洋无线电话,
1895,1895年,
Harvard University,哈佛大学,
physics,物理学,
mathematics,数学,
B.A.,文学学士,
1896,1896年,
master’s degree,硕士学位,
1897,1897年,
American Bell Telephone Company,美国贝尔电话公司,
1907,1907年,
inductive coupling oscillator,电感耦合振荡器,
U.S. Army Signal Corps,美国陆军通信兵团,
World War I,第一次世界大战,
France,法国,
staff officer,参谋军官,
military communication,军事通信,
1949,1949年,
"Orange, New Jersey",新泽西州奥兰治,
AT&T Archives and History Center,AT&T档案与历史中心,
IC Colpitts Oscillator,集成电路科尔皮茨振荡器,
op-amp Colpitts oscillator,运算放大器科尔皮茨振荡器,
Fig. 14.28,图14.28,
LC feedback network,LC反馈网络,
Colpitts configuration,科尔皮茨结构,
Fig. 14.25,图14.25,
X 1,X 1,
X 2,X 2,
inductors,电感器,
X 3,X 3,
FET Hartley Oscillator,场效应管哈特利振荡器,
Fig. 14.29,图14.29,
L 1,L 1,
L 2,L 2,
mutual coupling M,互感M,
Fig. 8.64,图8.64,
Probe Cursor dialog box,探针光标对话框,
Cascaded JFET Amplifier,级联JFET放大器,
Fig. 8.65,图8.65,
Fig. 8.66,图8.66,
10 kHz,10千赫兹,
Fig. 8.67,图8.67,
Design Center network,设计中心网络,
green light,绿光,
red light,红光,
turn-on voltage,开启电压,
blue diode,蓝光二极管,
ac Millivoltmeter,交流毫伏表,
LED display,LED显示器,
Fig. 13.32,图13.32,
minus input,负输入端,
saturation voltage,饱和电压,
Fig. 13.34,图13.34,
LED current,LED电流,
Program 13.2,程序13.2,
Comparator Operation,比较器操作,
comparator IC,比较器集成电路,
Fig. 13.35,图13.35,
